Request_ID,Staff_ID,Current_Status,Created_At,Last_Updated,Request_Reason,Manager_Reason,Document,User_Seen,Manager_Seen
2184,150288,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2185,150342,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2186,190003,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2187,190058,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2188,190025,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2189,190026,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2190,210044,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2191,160284,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2192,151439,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2193,160145,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2194,151598,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2195,180011,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2196,151547,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2197,151410,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2198,150095,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2199,210043,Rejected,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,Request conflicts with other schedules.,[],True,True
2200,151541,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2201,190096,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2202,151444,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2203,151558,Rejected,2024-11-03,2024-11-03,Bad weather or traffic.,WFH not suitable for this role.,[],True,True
2204,170216,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2205,190028,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2206,150918,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2207,150216,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2208,151118,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2209,151008,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2210,140924,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2211,190095,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2212,151457,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2213,180026,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Team needs to collaborate in person.,[],True,True
2214,170866,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2215,160324,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2216,150192,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2217,210034,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2218,171031,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2219,171043,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2220,140878,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2221,190015,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2222,190016,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2223,180019,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Team needs to collaborate in person.,[],True,True
2224,151556,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2225,150125,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2226,160076,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2227,150343,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2228,151500,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2229,151556,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2230,210026,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2231,180001,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2232,171046,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2233,151512,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Insufficient justification for WFH.,[],True,True
2234,150615,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2235,151481,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2236,180027,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2237,151583,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2238,160331,Rejected,2024-11-03,2024-11-03,Personal errands.,Team needs to collaborate in person.,[],True,True
2239,151425,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2240,150632,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2241,210001,Rejected,2024-11-03,2024-11-03,Increased efficiency at home.,Request conflicts with other schedules.,[],True,True
2242,151524,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2243,151585,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2244,160328,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2245,190092,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2246,151512,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2247,151567,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2248,151540,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2249,160325,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2250,151559,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2251,210031,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2252,190057,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2253,151528,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2254,150615,Rejected,2024-11-03,2024-11-03,Quiet environment for focused work.,Team needs to collaborate in person.,[],True,True
2255,150512,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2256,140929,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2257,150162,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2258,150075,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2259,140886,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2260,151525,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2261,151438,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2262,160339,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2263,150555,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2264,171011,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2265,210019,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2266,151568,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2267,151468,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2268,140929,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2269,151496,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2270,160299,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2271,151613,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2272,140886,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2273,180027,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2274,150155,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2275,210023,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2276,151582,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2277,151427,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2278,180030,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2279,140903,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2280,140001,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2281,140923,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2282,151450,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2283,160307,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2284,150238,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2285,190026,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Team needs to collaborate in person.,[],True,True
2286,150608,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2287,151488,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2288,160308,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2289,160290,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,Company policy does not allow WFH on this day.,[],True,True
2290,150525,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2291,190018,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2292,210017,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2293,151433,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2294,151458,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2295,160330,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2296,190047,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2297,171008,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2298,151479,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2299,160325,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2300,150096,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Company policy does not allow WFH on this day.,[],True,True
2301,150233,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2302,180025,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2303,151568,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2304,140934,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2305,150608,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2306,170245,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2307,140935,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2308,190097,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2309,151412,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2310,140918,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2311,160212,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2312,151558,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2313,150645,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2314,180011,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2315,140895,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2316,170866,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Request conflicts with other schedules.,[],True,True
2317,151469,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2318,190029,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2319,210044,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2320,190054,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2321,150826,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2322,151438,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2323,151441,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2324,151489,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2325,140945,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2326,180029,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2327,190057,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2328,160332,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2329,151512,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2330,210029,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2331,190042,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2332,140904,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
2333,170245,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2334,151448,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2335,151447,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2336,190035,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2337,140901,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2338,151491,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2339,171022,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2340,151581,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2341,140036,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2342,151492,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2343,151482,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2344,151547,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2345,150488,Rejected,2024-11-03,2024-11-03,Unexpected disruption at home.,WFH not suitable for this role.,[],True,True
2346,160294,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2347,140898,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Team needs to collaborate in person.,[],True,True
2348,210044,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2349,160325,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2350,150343,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2351,150512,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2352,150115,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2353,171036,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2354,151056,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2355,150193,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2356,190077,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2357,140901,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2358,151056,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2359,160295,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2360,171044,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2361,150445,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2362,150555,Rejected,2024-11-03,2024-11-03,Slight illness but can still work.,Team needs to collaborate in person.,[],True,True
2363,210031,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2364,160075,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2365,170215,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2366,190096,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2367,190095,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2368,140736,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2369,151436,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2370,151545,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2371,190065,Pending,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2372,160313,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2373,150935,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2374,140942,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2375,151428,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,Request conflicts with other schedules.,[],True,True
2376,190028,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2377,151436,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2378,150233,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2379,151609,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2380,150138,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2381,151425,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2382,210040,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2383,151447,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2384,150165,Pending,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2385,180003,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2386,151457,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2387,190050,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2388,150826,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2389,151458,Pending,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2390,210022,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Insufficient justification for WFH.,[],True,True
2391,151605,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2392,160290,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2393,150118,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2394,160296,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2395,151510,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2396,210030,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2397,150165,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2398,171015,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2399,160135,Rejected,2024-11-03,2024-11-03,Better work-life balance.,Insufficient justification for WFH.,[],True,True
2400,150166,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2401,180006,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2402,151534,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2403,190086,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2404,151495,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2405,140900,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2406,160145,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2407,151515,Rejected,2024-11-03,2024-11-03,More comfortable working from home.,WFH not suitable for this role.,[],True,True
2408,151573,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2409,171014,Rejected,2024-11-03,2024-11-03,No commute allows for earlier start.,Team needs to collaborate in person.,[],True,True
2410,151562,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2411,151493,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2412,150232,Approved,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2413,150343,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2414,151606,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2415,151444,Rejected,2024-11-03,2024-11-03,Unexpected disruption at home.,Team needs to collaborate in person.,[],True,True
2416,160076,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2417,190057,Pending,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2418,151595,Pending,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2419,140015,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2420,160287,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2421,140917,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2422,151432,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2423,180001,Pending,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2424,190067,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2425,140736,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2426,151433,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2427,140937,Rejected,2024-11-03,2024-11-03,Fewer distractions at home.,Team needs to collaborate in person.,[],True,True
2428,140903,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2429,151118,Approved,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2430,190040,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2431,140886,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2432,140115,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2433,190015,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2434,190069,Approved,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2435,151450,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2436,160332,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2437,190030,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2438,160143,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2439,140909,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2440,151408,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2441,151482,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2442,151513,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2443,160286,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2444,171031,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2445,180022,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2446,140917,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2447,151544,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2448,151601,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2449,150205,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2450,190065,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2451,170655,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2452,151414,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2453,171044,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2454,171023,Rejected,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,Request conflicts with other schedules.,[],True,True
2455,151414,Approved,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2456,151548,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2457,150355,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2458,151582,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2459,180037,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2460,151541,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2461,150265,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2462,190082,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2463,151517,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2464,151456,Pending,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2465,190004,Pending,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2466,151414,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2467,160335,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2468,190075,Approved,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
2469,140927,Approved,2024-11-03,2024-11-03,Home maintenance or repairs.,,[],True,True
2470,190045,Pending,2024-11-03,2024-11-03,Increased efficiency at home.,,[],True,True
2471,151595,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2472,151447,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2473,180003,Rejected,2024-11-03,2024-11-03,Better concentration and productivity.,WFH not suitable for this role.,[],True,True
2474,160332,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2475,160328,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2476,140008,Approved,2024-11-03,2024-11-03,More time for family or personal life.,,[],True,True
2477,171043,Approved,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2478,190075,Pending,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2479,151056,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2480,151596,Pending,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2481,160065,Pending,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2482,160331,Pending,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2483,151446,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2484,151431,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2485,140945,Approved,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2486,151544,Pending,2024-11-03,2024-11-03,No commute allows for earlier start.,,[],True,True
2487,151411,Pending,2024-11-03,2024-11-03,Fewer distractions at home.,,[],True,True
2488,150435,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2489,190095,Pending,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2490,190052,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2491,180026,Approved,2024-11-03,2024-11-03,Personal errands.,,[],True,True
2492,190036,Approved,2024-11-03,2024-11-03,Better concentration and productivity.,,[],True,True
2493,151464,Approved,2024-11-03,2024-11-03,Unexpected disruption at home.,,[],True,True
2494,171030,Approved,2024-11-03,2024-11-03,Quiet environment for focused work.,,[],True,True
2495,140895,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2496,190005,Approved,2024-11-03,2024-11-03,Family obligations.,,[],True,True
2497,170866,Pending,2024-11-03,2024-11-03,Flexibility for appointments or deliveries.,,[],True,True
2498,171047,Approved,2024-11-03,2024-11-03,Can work during off-peak hours.,,[],True,True
2499,160145,Rejected,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,Request conflicts with other schedules.,[],True,True
2500,151469,Approved,2024-11-03,2024-11-03,Better work-life balance.,,[],True,True
2501,150095,Approved,2024-11-03,2024-11-03,Focused work environment at home.,,[],True,True
2502,151416,Approved,2024-11-03,2024-11-03,More comfortable working from home.,,[],True,True
2503,190074,Approved,2024-11-03,2024-11-03,Prefer the home office setup.,,[],True,True
2504,160324,Pending,2024-11-03,2024-11-03,Save time and reduce stress by not commuting.,,[],True,True
2505,140103,Pending,2024-11-03,2024-11-03,Online training or conference.,,[],True,True
2506,151580,Approved,2024-11-03,2024-11-03,Slight illness but can still work.,,[],True,True
2507,140886,Pending,2024-11-03,2024-11-03,Bad weather or traffic.,,[],True,True
